Ciudad,Provincia,Comunidad Autónoma,Municipio,Población,Tasa,Casos,Año
Churriana de la Vega,Granada,Andalucía,Churriana de la Vega (Andalucía),12902,"31,00294528",4,2011
Torrejón de Ardoz,Madrid,Comunidad de Madrid,Torrejón de Ardoz (Comunidad de Madrid),122589,"30,99788725",38,2011
Arahal,Sevilla,Andalucía,Arahal (Andalucía),19382,"30,95655763",6,2011
Teror,Las Palmas,Canarias,Teror (Canarias),12932,"30,93102382",4,2011
Zarautz,Gipuzkoa,País Vasco,Zarautz (País Vasco),22697,"30,84108032",7,2011
Coria del Río,Sevilla,Andalucía,Coria del Río (Andalucía),29284,"30,73350635",9,2011
Pinto,Madrid,Comunidad de Madrid,Pinto (Comunidad de Madrid),45643,"30,67283045",14,2011
Úbeda,Jaén,Andalucía,Úbeda (Andalucía),35866,"30,66971505",11,2011
Mollet del Vallès,Barcelona,Cataluña,Mollet del Vallès (Cataluña),52409,"30,5291076",16,2011
Pilar de la Horadada,Alacant/Alicante,Comunidad Valenciana,Pilar de la Horadada (Comunidad Valenciana),22967,"30,47851265",7,2011
Gernika-Lumo,Bizkaia,País Vasco,Gernika-Lumo (País Vasco),16442,"30,4099258",5,2011
Caravaca de la Cruz,Murcia,Región de Murcia,Caravaca de la Cruz (Región de Murcia),26438,"30,259475",8,2011
Santa Lucía de Tirajana,Las Palmas,Canarias,Santa Lucía de Tirajana (Canarias),66130,"30,24345985",20,2011
Valdés,Asturias,Asturias,Valdés (Asturias),13241,"30,2091987",4,2011
Marchena,Sevilla,Andalucía,Marchena (Andalucía),19891,"30,16439596",6,2011
Benicarló,Castelló/Castellón,Comunidad Valenciana,Benicarló (Comunidad Valenciana),26553,"30,1284224",8,2011
Jaca,Huesca,Aragón,Jaca (Aragón),13299,"30,07744943",4,2011
Totana,Murcia,Región de Murcia,Totana (Región de Murcia),29961,"30,03905077",9,2011
Fortuna,Murcia,Región de Murcia,Fortuna (Región de Murcia),10002,"29,9940012",3,2011
Oiartzun,Gipuzkoa,País Vasco,Oiartzun (País Vasco),10006,"29,98201079",3,2011
Ogíjares,Granada,Andalucía,Ogíjares (Andalucía),13345,"29,97377295",4,2011
Alhaurín de la Torre,Málaga,Andalucía,Alhaurín de la Torre (Andalucía),36730,"29,94827117",11,2011
Ronda,Málaga,Andalucía,Ronda (Andalucía),36793,"29,89699128",11,2011
Yuncos,Toledo,Castilla La Mancha,Yuncos (Castilla La Mancha),10043,"29,87155233",3,2011
Tías,Las Palmas,Canarias,Tías (Canarias),20102,"29,84777634",6,2011
Mogán,Las Palmas,Canarias,Mogán (Canarias),23476,"29,81768615",7,2011
Mislata,València/Valencia,Comunidad Valenciana,Mislata (Comunidad Valenciana),43657,"29,77758435",13,2011
Tuineje,Las Palmas,Canarias,Tuineje (Canarias),13451,"29,73756598",4,2011
Torrijos,Toledo,Castilla La Mancha,Torrijos (Castilla La Mancha),13454,"29,73093504",4,2011
Guardamar del Segura,Alacant/Alicante,Comunidad Valenciana,Guardamar del Segura (Comunidad Valenciana),16863,"29,65071458",5,2011
Santa Eulalia del Río,Illes Balears,Illes Balears,Santa Eulalia del Río (Illes Balears),33734,"29,64368293",10,2011
Salt,Girona,Cataluña,Salt (Cataluña),30389,"29,61597947",9,2011
Etxebarri,Bizkaia,País Vasco,Etxebarri (País Vasco),10133,"29,60623705",3,2011
Cambre,A Coruña,Galicia,Cambre (Galicia),23649,"29,59956024",7,2011
Marbella,Málaga,Andalucía,Marbella (Andalucía),138662,"29,56830278",41,2011
Betanzos,A Coruña,Galicia,Betanzos (Galicia),13537,"29,54864446",4,2011
Arteixo,A Coruña,Galicia,Arteixo (Galicia),30482,"29,52562168",9,2011
Parla,Madrid,Comunidad de Madrid,Parla (Comunidad de Madrid),121995,"29,50940612",36,2011
Premià de Dalt,Barcelona,Cataluña,Premià de Dalt (Cataluña),10168,"29,5043273",3,2011
Lepe,Huelva,Andalucía,Lepe (Andalucía),27241,"29,36749752",8,2011
Manacor,Illes Balears,Illes Balears,Manacor (Illes Balears),40873,"29,3592347",12,2011
Badia del Vallès,Barcelona,Cataluña,Badia del Vallès (Cataluña),13643,"29,31906472",4,2011
Melilla,Melilla,Melilla,Melilla (Melilla),78476,"29,30832356",23,2011
Mula,Murcia,Región de Murcia,Mula (Región de Murcia),17067,"29,29630281",5,2011
Catarroja,València/Valencia,Comunidad Valenciana,Catarroja (Comunidad Valenciana),27330,"29,27186242",8,2011
Olesa de Montserrat,Barcelona,Cataluña,Olesa de Montserrat (Cataluña),23924,"29,25932118",7,2011
Tres Cantos,Madrid,Comunidad de Madrid,Tres Cantos (Comunidad de Madrid),41065,"29,22196518",12,2011
Ceuta,Ceuta,Ceuta,Ceuta (Ceuta),82376,"29,13469943",24,2011
"Roca del Vallès, La",Barcelona,Cataluña,"Roca del Vallès, La (Cataluña)",10303,"29,1177327",3,2011
Altea,Alacant/Alicante,Comunidad Valenciana,Altea (Comunidad Valenciana),24056,"29,09876954",7,2011
Dos Hermanas,Sevilla,Andalucía,Dos Hermanas (Andalucía),127375,"29,04808636",37,2011
Cardedeu,Barcelona,Cataluña,Cardedeu (Cataluña),17241,"29,00063801",5,2011
Calatayud,Zaragoza,Aragón,Calatayud (Aragón),20837,"28,79493209",6,2011
Fene,A Coruña,Galicia,Fene (Galicia),13902,"28,77283844",4,2011
Navalmoral de la Mata,Cáceres,Extremadura,Navalmoral de la Mata (Extremadura),17386,"28,75877143",5,2011
Carballo,A Coruña,Galicia,Carballo (Galicia),31303,"28,7512379",9,2011
Antequera,Málaga,Andalucía,Antequera (Andalucía),41854,"28,67109476",12,2011
Caudete,Albacete,Castilla La Mancha,Caudete (Castilla La Mancha),10477,"28,634151",3,2011
Baena,Córdoba,Andalucía,Baena (Andalucía),21028,"28,53338406",6,2011
Mairena del Aljarafe,Sevilla,Andalucía,Mairena del Aljarafe (Andalucía),42186,"28,44545584",12,2011
Sanxenxo,Pontevedra,Galicia,Sanxenxo (Galicia),17586,"28,43170704",5,2011
Antigua,Las Palmas,Canarias,Antigua (Canarias),10600,"28,30188679",3,2011
Sóller,Illes Balears,Illes Balears,Sóller (Illes Balears),14148,"28,27254736",4,2011
Torrox,Málaga,Andalucía,Torrox (Andalucía),17859,"27,9970883",5,2011
Montgat,Barcelona,Cataluña,Montgat (Cataluña),10739,"27,93556197",3,2011
Barañain,Navarra,Navarra,Barañain (Navarra),21552,"27,83964365",6,2011
Sant Pere de Ribes,Barcelona,Cataluña,Sant Pere de Ribes (Cataluña),28783,"27,79418407",8,2011
Vallirana,Barcelona,Cataluña,Vallirana (Cataluña),14409,"27,76042751",4,2011
Pozuelo de Alarcón,Madrid,Comunidad de Madrid,Pozuelo de Alarcón (Comunidad de Madrid),82916,"27,73891649",23,2011
Conil de la Frontera,Cádiz,Andalucía,Conil de la Frontera (Andalucía),21664,"27,6957164",6,2011
"Pobla de Vallbona, la",València/Valencia,Comunidad Valenciana,"Pobla de Vallbona, la (Comunidad Valenciana)",21708,"27,63957988",6,2011
Galapagar,Madrid,Comunidad de Madrid,Galapagar (Comunidad de Madrid),32575,"27,6285495",9,2011
Güímar,Santa Cruz de Tenerife,Canarias,Güímar (Canarias),18131,"27,57707793",5,2011
Miguelturra,Ciudad Real,Castilla La Mancha,Miguelturra (Castilla La Mancha),14517,"27,55390232",4,2011
Esparreguera,Barcelona,Cataluña,Esparreguera (Cataluña),21986,"27,2900937",6,2011
Ciutadella de Menorca,Illes Balears,Illes Balears,Ciutadella de Menorca (Illes Balears),29315,"27,28978339",8,2011
Onda,Castelló/Castellón,Comunidad Valenciana,Onda (Comunidad Valenciana),25704,"27,23311547",7,2011
Andoain,Gipuzkoa,País Vasco,Andoain (País Vasco),14689,"27,23126149",4,2011
Vera,Almería,Andalucía,Vera (Andalucía),14689,"27,23126149",4,2011
Peligros,Granada,Andalucía,Peligros (Andalucía),11021,"27,22076037",3,2011
Arucas,Las Palmas,Canarias,Arucas (Canarias),36872,"27,12085051",10,2011
Coín,Málaga,Andalucía,Coín (Andalucía),22159,"27,07703416",6,2011
Almazora/Almassora,Castelló/Castellón,Comunidad Valenciana,Almazora/Almassora (Comunidad Valenciana),25945,"26,98015032",7,2011
Huércal-Overa,Almería,Andalucía,Huércal-Overa (Andalucía),18580,"26,91065662",5,2011
Laguna de Duero,Valladolid,Castilla y León,Laguna de Duero (Castilla y León),22334,"26,86486971",6,2011
Torrelodones,Madrid,Comunidad de Madrid,Torrelodones (Comunidad de Madrid),22354,"26,84083386",6,2011
Daimiel,Ciudad Real,Castilla La Mancha,Daimiel (Castilla La Mancha),18673,"26,77662936",5,2011
Inca,Illes Balears,Illes Balears,Inca (Illes Balears),29966,"26,69692318",8,2011
"Grove, O",Pontevedra,Galicia,"Grove, O (Galicia)",11241,"26,68801708",3,2011
"Palacios y Villafranca, Los",Sevilla,Andalucía,"Palacios y Villafranca, Los (Andalucía)",37500,"26,66666667",10,2011
Adeje,Santa Cruz de Tenerife,Canarias,Adeje (Canarias),45134,"26,58749501",12,2011
Chiva,València/Valencia,Comunidad Valenciana,Chiva (Comunidad Valenciana),15072,"26,53927813",4,2011
Colmenar Viejo,Madrid,Comunidad de Madrid,Colmenar Viejo (Comunidad de Madrid),45468,"26,39218791",12,2011
Azuqueca de Henares,Guadalajara,Castilla La Mancha,Azuqueca de Henares (Castilla La Mancha),34195,"26,31963737",9,2011
Cártama,Málaga,Andalucía,Cártama (Andalucía),22867,"26,23868457",6,2011
Santa Fe,Granada,Andalucía,Santa Fe (Andalucía),15367,"26,02980413",4,2011
Sonseca,Toledo,Castilla La Mancha,Sonseca (Castilla La Mancha),11530,"26,01908066",3,2011
"Puebla de Cazalla, La",Sevilla,Andalucía,"Puebla de Cazalla, La (Andalucía)",11530,"26,01908066",3,2011
Manises,València/Valencia,Comunidad Valenciana,Manises (Comunidad Valenciana),30747,"26,01879858",8,2011
Berja,Almería,Andalucía,Berja (Andalucía),15388,"25,99428126",4,2011
Tomelloso,Ciudad Real,Castilla La Mancha,Tomelloso (Castilla La Mancha),38966,"25,66339886",10,2011
Llíria,València/Valencia,Comunidad Valenciana,Llíria (Comunidad Valenciana),23397,"25,64431337",6,2011
Roquetas de Mar,Almería,Andalucía,Roquetas de Mar (Andalucía),89851,"25,59793436",23,2011
Castelló d'Empúries,Girona,Cataluña,Castelló d'Empúries (Cataluña),11885,"25,24190156",3,2011
Andratx,Illes Balears,Illes Balears,Andratx (Illes Balears),11919,"25,1698968",3,2011
"Rozas de Madrid, Las",Madrid,Comunidad de Madrid,"Rozas de Madrid, Las (Comunidad de Madrid)",89151,"24,67723301",22,2011
"Alcázares, Los",Murcia,Región de Murcia,"Alcázares, Los (Región de Murcia)",16217,"24,6654745",4,2011
Cehegín,Murcia,Región de Murcia,Cehegín (Región de Murcia),16286,"24,56097261",4,2011
Deltebre,Tarragona,Cataluña,Deltebre (Cataluña),12302,"24,38627865",3,2011
Atarfe,Granada,Andalucía,Atarfe (Andalucía),16432,"24,34274586",4,2011
Teguise,Las Palmas,Canarias,Teguise (Canarias),20788,"24,05233789",5,2011
Santa Pola,Alacant/Alicante,Comunidad Valenciana,Santa Pola (Comunidad Valenciana),33372,"23,97219226",8,2011
Culleredo,A Coruña,Galicia,Culleredo (Galicia),29207,"23,96685726",7,2011
Brenes,Sevilla,Andalucía,Brenes (Andalucía),12717,"23,59046945",3,2011
Agüimes,Las Palmas,Canarias,Agüimes (Canarias),29767,"23,51597407",7,2011
Requena,València/Valencia,Comunidad Valenciana,Requena (Comunidad Valenciana),21394,"23,37103861",5,2011
Marratxí,Illes Balears,Illes Balears,Marratxí (Illes Balears),34385,"23,26595899",8,2011
Santanyí,Illes Balears,Illes Balears,Santanyí (Illes Balears),13095,"22,90950745",3,2011
Armilla,Granada,Andalucía,Armilla (Andalucía),22283,"22,43863035",5,2011
Albolote,Granada,Andalucía,Albolote (Andalucía),17892,"22,35636038",4,2011
Lloret de Mar,Girona,Cataluña,Lloret de Mar (Cataluña),40282,"22,34248548",9,2011
Alboraya,València/Valencia,Comunidad Valenciana,Alboraya (Comunidad Valenciana),22563,"22,16017374",5,2011
"Porriño, O",Pontevedra,Galicia,"Porriño, O (Galicia)",18075,"22,13001383",4,2011
Amorebieta-Etxano,Bizkaia,País Vasco,Amorebieta-Etxano (País Vasco),18140,"22,05071665",4,2011
Espartinas,Sevilla,Andalucía,Espartinas (Andalucía),13624,"22,01996477",3,2011
Alcalá la Real,Jaén,Andalucía,Alcalá la Real (Andalucía),22758,"21,97029616",5,2011
Nules,Castelló/Castellón,Comunidad Valenciana,Nules (Comunidad Valenciana),13693,"21,9090046",3,2011
"Oliva, La",Las Palmas,Canarias,"Oliva, La (Canarias)",22953,"21,78364484",5,2011
Manilva,Málaga,Andalucía,Manilva (Andalucía),13810,"21,72338885",3,2011
Girona,Girona,Cataluña,Girona (Cataluña),96722,"21,71170985",21,2011
Sant Joan Despí,Barcelona,Cataluña,Sant Joan Despí (Cataluña),32406,"21,6009381",7,2011
Ripollet,Barcelona,Cataluña,Ripollet (Cataluña),37348,"21,42015637",8,2011
"Unión, La",Murcia,Región de Murcia,"Unión, La (Región de Murcia)",18825,"21,24833997",4,2011
Arona,Santa Cruz de Tenerife,Canarias,Arona (Canarias),75339,"21,23734055",16,2011
Cambrils,Tarragona,Cataluña,Cambrils (Cataluña),33008,"21,20698013",7,2011
Vícar,Almería,Andalucía,Vícar (Andalucía),23656,"21,13628678",5,2011
Boiro,A Coruña,Galicia,Boiro (Galicia),19106,"20,93583168",4,2011
Santa Úrsula,Santa Cruz de Tenerife,Canarias,Santa Úrsula (Canarias),14333,"20,93071932",3,2011
San Pedro del Pinatar,Murcia,Región de Murcia,San Pedro del Pinatar (Región de Murcia),24093,"20,75291578",5,2011
Moaña,Pontevedra,Galicia,Moaña (Galicia),19336,"20,68680182",4,2011
Verín,Ourense,Galicia,Verín (Galicia),14633,"20,50160596",3,2011
Adra,Almería,Andalucía,Adra (Andalucía),24512,"20,39817232",5,2011
Bormujos,Sevilla,Andalucía,Bormujos (Andalucía),19694,"20,31075454",4,2011
Santa Marta de Tormes,Salamanca,Castilla y León,Santa Marta de Tormes (Castilla y León),14853,"20,19793981",3,2011
Punta Umbría,Huelva,Andalucía,Punta Umbría (Andalucía),14899,"20,13557957",3,2011
Campo de Criptana,Ciudad Real,Castilla La Mancha,Campo de Criptana (Castilla La Mancha),14972,"20,03740315",3,2011
Amurrio,Araba/Álava,País Vasco,Amurrio (País Vasco),10014,"19,97203915",2,2011
Caldas de Reis,Pontevedra,Galicia,Caldas de Reis (Galicia),10060,"19,88071571",2,2011
Aspe,Alacant/Alicante,Comunidad Valenciana,Aspe (Comunidad Valenciana),20292,"19,71220185",4,2011
Sant Carles de la Ràpita,Tarragona,Cataluña,Sant Carles de la Ràpita (Cataluña),15338,"19,55926457",3,2011
Utrera,Sevilla,Andalucía,Utrera (Andalucía),51630,"19,36858416",10,2011
Carcaixent,València/Valencia,Comunidad Valenciana,Carcaixent (Comunidad Valenciana),20687,"19,33581476",4,2011
Formentera,Illes Balears,Illes Balears,Formentera (Illes Balears),10365,"19,29570671",2,2011
Jumilla,Murcia,Región de Murcia,Jumilla (Región de Murcia),25926,"19,28565918",5,2011
Villalbilla,Madrid,Comunidad de Madrid,Villalbilla (Comunidad de Madrid),10465,"19,11132346",2,2011
Lucena,Córdoba,Andalucía,Lucena (Andalucía),42560,"18,79699248",8,2011
Egüés,Navarra,Navarra,Egüés (Navarra),16222,"18,49340402",3,2011
Vila-seca,Tarragona,Cataluña,Vila-seca (Cataluña),21839,"18,31585695",4,2011
"Roda, La",Albacete,Castilla La Mancha,"Roda, La (Castilla La Mancha)",16414,"18,27708054",3,2011
Fuente Palmera,Córdoba,Andalucía,Fuente Palmera (Andalucía),11013,"18,16035594",2,2011
Torre-Pacheco,Murcia,Región de Murcia,Torre-Pacheco (Región de Murcia),33218,"18,06249624",6,2011
"Ejido, El",Almería,Andalucía,"Ejido, El (Andalucía)",83774,"17,90531669",15,2011
Fuensalida,Toledo,Castilla La Mancha,Fuensalida (Castilla La Mancha),11189,"17,87469836",2,2011
Alcalá del Río,Sevilla,Andalucía,Alcalá del Río (Andalucía),11298,"17,70224819",2,2011
Valdemorillo,Madrid,Comunidad de Madrid,Valdemorillo (Comunidad de Madrid),11545,"17,32351667",2,2011
Cocentaina,Alacant/Alicante,Comunidad Valenciana,Cocentaina (Comunidad Valenciana),11601,"17,23989311",2,2011
"Corrales de Buelna, Los",Cantabria,Cantabria,"Corrales de Buelna, Los (Cantabria)",11623,"17,20726146",2,2011
Alovera,Guadalajara,Castilla La Mancha,Alovera (Castilla La Mancha),11717,"17,06921567",2,2011
Huétor Vega,Granada,Andalucía,Huétor Vega (Andalucía),11770,"16,99235344",2,2011
Velilla de San Antonio,Madrid,Comunidad de Madrid,Velilla de San Antonio (Comunidad de Madrid),11793,"16,95921309",2,2011
Sant Josep de sa Talaia,Illes Balears,Illes Balears,Sant Josep de sa Talaia (Illes Balears),23688,"16,8861871",4,2011
Puerto del Rosario,Las Palmas,Canarias,Puerto del Rosario (Canarias),35664,"16,82368775",6,2011
Villanueva de la Cañada,Madrid,Comunidad de Madrid,Villanueva de la Cañada (Comunidad de Madrid),17865,"16,79261125",3,2011
Villaquilambre,León,Castilla y León,Villaquilambre (Castilla y León),18023,"16,64539755",3,2011
Parets del Vallès,Barcelona,Cataluña,Parets del Vallès (Cataluña),18113,"16,56268978",3,2011
Bolaños de Calatrava,Ciudad Real,Castilla La Mancha,Bolaños de Calatrava (Castilla La Mancha),12159,"16,44872111",2,2011
Collado Villalba,Madrid,Comunidad de Madrid,Collado Villalba (Comunidad de Madrid),60998,"16,39398013",10,2011
Paracuellos de Jarama,Madrid,Comunidad de Madrid,Paracuellos de Jarama (Comunidad de Madrid),18482,"16,23200952",3,2011
Seseña,Toledo,Castilla La Mancha,Seseña (Castilla La Mancha),18504,"16,21271077",3,2011
San Fulgencio,Alacant/Alicante,Comunidad Valenciana,San Fulgencio (Comunidad Valenciana),12354,"16,18908855",2,2011
Ordes,A Coruña,Galicia,Ordes (Galicia),12948,"15,44640099",2,2011
"Seu d'Urgell, La",Lleida,Cataluña,"Seu d'Urgell, La (Cataluña)",13009,"15,37397187",2,2011
Arroyomolinos,Madrid,Comunidad de Madrid,Arroyomolinos (Comunidad de Madrid),19523,"15,36649081",3,2011
Pinos Puente,Granada,Andalucía,Pinos Puente (Andalucía),13314,"15,02178158",2,2011
Benissa,Alacant/Alicante,Comunidad Valenciana,Benissa (Comunidad Valenciana),13536,"14,77541371",2,2011
Guadix,Granada,Andalucía,Guadix (Andalucía),20375,"14,72392638",3,2011
Pájara,Las Palmas,Canarias,Pájara (Canarias),20565,"14,58789205",3,2011
Beasain,Gipuzkoa,País Vasco,Beasain (País Vasco),13717,"14,58044762",2,2011
Zizur Mayor/Zizur Nagusia,Navarra,Navarra,Zizur Mayor/Zizur Nagusia (Navarra),13871,"14,41857112",2,2011
"Alfàs del Pi, l'",Alacant/Alicante,Comunidad Valenciana,"Alfàs del Pi, l' (Comunidad Valenciana)",21670,"13,844024",3,2011
Torre del Campo,Jaén,Andalucía,Torre del Campo (Andalucía),14625,"13,67521368",2,2011
Mollerussa,Lleida,Cataluña,Mollerussa (Cataluña),14705,"13,60081605",2,2011
Yaiza,Las Palmas,Canarias,Yaiza (Canarias),14871,"13,44899469",2,2011
Palafrugell,Girona,Cataluña,Palafrugell (Cataluña),22816,"13,1486676",3,2011
Massamagrell,València/Valencia,Comunidad Valenciana,Massamagrell (Comunidad Valenciana),15491,"12,91072235",2,2011
Arganda del Rey,Madrid,Comunidad de Madrid,Arganda del Rey (Comunidad de Madrid),54220,"12,91036518",7,2011
Montilla,Córdoba,Andalucía,Montilla (Andalucía),23870,"12,56807708",3,2011
Pollença,Illes Balears,Illes Balears,Pollença (Illes Balears),16114,"12,41156758",2,2011
Navalcarnero,Madrid,Comunidad de Madrid,Navalcarnero (Comunidad de Madrid),24613,"12,18868078",3,2011
Valdemoro,Madrid,Comunidad de Madrid,Valdemoro (Comunidad de Madrid),68418,"11,69282937",8,2011
Callosa de Segura,Alacant/Alicante,Comunidad Valenciana,Callosa de Segura (Comunidad Valenciana),17979,"11,12408922",2,2011
Chipiona,Cádiz,Andalucía,Chipiona (Andalucía),18860,"10,60445387",2,2011
Banyoles,Girona,Cataluña,Banyoles (Cataluña),19159,"10,43895819",2,2011
San Martín de la Vega,Madrid,Comunidad de Madrid,San Martín de la Vega (Comunidad de Madrid),19224,"10,40366209",2,2011
Castell-Platja d'Aro,Girona,Cataluña,Castell-Platja d'Aro (Cataluña),10420,"9,596928983",1,2011
Meliana,València/Valencia,Comunidad Valenciana,Meliana (Comunidad Valenciana),10601,"9,433072352",1,2011
Tegueste,Santa Cruz de Tenerife,Canarias,Tegueste (Canarias),10874,"9,196247931",1,2011
Pallejà,Barcelona,Cataluña,Pallejà (Cataluña),11272,"8,871540099",1,2011
Rivas-Vaciamadrid,Madrid,Comunidad de Madrid,Rivas-Vaciamadrid (Comunidad de Madrid),72896,"8,230904302",6,2011
Quintanar de la Orden,Toledo,Castilla La Mancha,Quintanar de la Orden (Castilla La Mancha),13026,"7,676953785",1,2011
Salou,Tarragona,Cataluña,Salou (Cataluña),26193,"7,63562784",2,2011
Alpedrete,Madrid,Comunidad de Madrid,Alpedrete (Comunidad de Madrid),13391,"7,467702188",1,2011
Arroyo de la Encomienda,Valladolid,Castilla y León,Arroyo de la Encomienda (Castilla y León),14461,"6,915151096",1,2011
Vilalba,Lugo,Galicia,Vilalba (Galicia),15202,"6,578081831",1,2011
Villanueva del Pardillo,Madrid,Comunidad de Madrid,Villanueva del Pardillo (Comunidad de Madrid),16091,"6,214654155",1,2011
Baeza,Jaén,Andalucía,Baeza (Andalucía),16411,"6,09347389",1,2011
"Barrios, Los",Cádiz,Andalucía,"Barrios, Los (Andalucía)",22853,"4,375793113",1,2011
